ti_id;titel;jaar;druk;ppn_o;bibliotheek;categorie;_jaar;pers_id;voornaam;voorvoegsel;achternaam;jaar_geboren;jaar_overlijden;geb_datum;overl_datum;geb_plaats;overl_plaats;geb_plaats_code;geb_land_code;overl_plaats_code;overl_land_code;vrouw;url;text_url;maand;genre
peen001keiz01;Keizer Karel en de Berchemsche boer;1841;1ste druk;;;1;1841;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001keiz01_01;https://dbnl.org/nieuws/text.php?id=peen001keiz01;;drama
peen001klae01;Klaes Kapoen;1843;1ste druk;;denha004koni01;1;1843;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001klae01_01;peen001klae01_01;2017_10   ;drama
peen001brig01;Brigitta;1847;1ste druk;41086708X;denha004koni01;1;1847;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001brig01_01;peen001brig01_01;2017_04   ;drama
peen001thyl01;Thyl Uilenspiegel, of De gefopte bruidegoms;1842;1ste druk;;denha004koni01;1;1842;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001thyl01_01;peen001thyl01_01;2017_10   ;drama
peen001roos01;Roosje zonder doornen;1842;1ste druk;;denha004koni01;1;1842;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001roos01_01;peen001roos01_01;2017_10   ;drama
peen001ever01;Everaerd en Suzanna of het boetende landmeisje;1841;1ste druk;;denha004koni01;1;1841;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001ever01_01;peen001ever01_01;2018_09   ;drama
peen001keiz02;Keizer Karel en de Berchemsche boer;1850;2de, verbeterde druk;;denha004koni01;3;1850;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001keiz02_01;peen001keiz02_01;2019_12   ;drama
peen001jaco01;Jacob van Artevelde;1841;1ste druk;410868965;denha004koni01;1;1841;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001jaco01_01;peen001jaco01_01;2017_04   ;drama
peen001vond01;Vondel;1861;1ste druk;;leide001univ01;1;1861;peen001;Hippoliet;van;Peene;1811;1864;01-jan;19-feb;Kaprijke;Gent;kapri001;;gent_001;;0;https://dbnl.org/tekst/peen001vond01_01;peen001vond01_01;2019_12   ;drama
perk003idea01;Een ideaal;1879;handschrift;;;1;1879;perk003;Jacques;;Perk;1859;1881;10-jun;01-nov;Dordrecht;Amsterdam;dordr001;;amste001;;0;https://dbnl.org/tekst/perk003idea01_01;https://dbnl.org/nieuws/text.php?id=perk003idea01;;poezie
perk003iris01;Iris;1881;1ste druk;;;1;1881;perk003;Jacques;;Perk;1859;1881;10-jun;01-nov;Dordrecht;Amsterdam;dordr001;;amste001;;0;https://dbnl.org/tekst/perk003iris01_01;https://dbnl.org/nieuws/text.php?id=perk003iris01;;poezie
dale003ahof01;Taalkundig handboekje;1867;1ste druk;;;1;1867;dale003;J.H.;van;Dale;1828;1872;15-feb;18-mei;Sluis;Sluis;sluis001;;sluis001;;0;https://dbnl.org/tekst/dale003ahof01_01;https://dbnl.org/nieuws/text.php?id=dale003ahof01;;sec - taalkunde
dale004lofh01;'Lof hostie';1524;1ste druk;;;1;1524;dale004;Jan;van den;Dale;ca. 1460;1522;;;Diest;Brussel;diest001;;bruss002;;0;https://dbnl.org/tekst/dale004lofh01_01;https://dbnl.org/nieuws/text.php?id=dale004lofh01;;poezie
dale004stov01;De stove;1528;1ste druk;;;1;1528;dale004;Jan;van den;Dale;ca. 1460;1522;;;Diest;Brussel;diest001;;bruss002;;0;https://dbnl.org/tekst/dale004stov01_01;https://dbnl.org/nieuws/text.php?id=dale004stov01;;poezie
pers001bell01;Bellerophon of Lust tot wysheyt;1614;1ste druk;;;1;1614;pers001;Dirck Pietersz.;;Pers;1581;1659;;4 januari (begraven);Emden;Amsterdam;;duits01;amste001;;0;https://dbnl.org/tekst/pers001bell01_01;https://dbnl.org/nieuws/text.php?id=pers001bell01;;poezie
daum001onef01;Oneffen paden;1876;1ste druk;;denha004koni01;1;1876;daum001;P.A.;;Daum;1850;1898;03-aug;14-sep;Den Haag;Laag-Soeren;denha004;;laags001;;0;https://dbnl.org/tekst/daum001onef01_01;daum001onef01_01;2021_09   ;proza
pety002leve01;Het leven van de weerdighe moeder Maria a Sta Theresia (alias) Petyt;1683-1684;1ste druk;;;1;1683;pety002;Maria;;Petyt;1623;1677;01-jan;01-nov;Hazebroek;Mechelen;hazeb001;;meche001;;1;https://dbnl.org/tekst/pety002leve01_01;https://dbnl.org/nieuws/text.php?id=pety002leve01;;proza
daal002janp01;Jan Perfect of De weg der volmaking, vertoond in het leven en de zonderlinge lotgevallen van een voornaam wijsgeer;1817;1ste druk;394963474;leide001univ01;1;1817;daal002;Bruno;;Daalberg;1758;1818;09-aug;08-dec;Amsterdam;Den Haag;amste001;;denha004;;0;https://dbnl.org/tekst/daal002janp01_01;daal002janp01_01;2009_09   ;proza
daal002will01;"Willem Hups. Eene anecdote uit de XVII eeuw; ongelooflijk zelfs in de onze";1805;1ste druk;393341747;leide001univ01;1;1805;daal002;Bruno;;Daalberg;1758;1818;09-aug;08-dec;Amsterdam;Den Haag;amste001;;denha004;;0;https://dbnl.org/tekst/daal002will01_01;daal002will01_01;2009_09   ;proza
gogh007vert01;Vertellingen van een Surinaamschen vogel;1864;1ste druk;393184161;amste001univ01;1;1864;gogh007;Christina;van;Gogh;?(19de eeuw);?;;;;;;;;;1;https://dbnl.org/tekst/gogh007vert01_01;gogh007vert01_01;2008_06   ;proza
gogh007vert01;Vertellingen van een Surinaamschen vogel;1864;1ste druk;393184161;amste001univ01;1;1864;gogh007;Christina;van;Gogh;?(19de eeuw);?;;;;;;;;;1;https://dbnl.org/tekst/gogh007vert01_01;gogh007vert01_01;2008_06   ;jeugdliteratuur
_wee002weer01;De weergalooze Amsterdamsche kiekkas;1748;1ste druk;393581632;denha004koni01;1;1748;_wee002;anoniem;;De weergalooze Amsterdamsche kiekkas;;;;;;;;;;;0;https://dbnl.org/tekst/_wee002weer01_01;_wee002weer01_01;2014_06   ;non-fictie
_kar002karm01;Karmans kermis-wensch;1754;1ste druk;398528969;;1;1754;_kar002;anoniem;;Karmans kermis-wensch;;;;;;;;;;;0;https://dbnl.org/tekst/_kar002karm01_01;_kar002karm01_01;2015_10   ;non-fictie
daut002volk01;Volksleesboek voor middelbare en lagere scholen en Vlaemsche huisgezinnen;1854;1ste druk;410866253;gent_001univ01;1;1854;daut002;Johan Michael;;Dautzenberg;1808;1869;06-dec;04-feb;Heerlen;Elsene;heerl002;;elsen002;;0;https://dbnl.org/tekst/daut002volk01_01;daut002volk01_01;2017_03   ;non-fictie
daut002bekn01;Beknopte prosodia der Nederduitsche tael;1851;1ste druk;393476138;gent_001univ01;1;1851;daut002;Johan Michael;;Dautzenberg;1808;1869;06-dec;04-feb;Heerlen;Elsene;heerl002;;elsen002;;0;https://dbnl.org/tekst/daut002bekn01_01;daut002bekn01_01;2014_10   ;sec - taalkunde
daut002gedi01;Gedichten;1850;1ste druk;393476146;gent_001univ01;1;1850;daut002;Johan Michael;;Dautzenberg;1808;1869;06-dec;04-feb;Heerlen;Elsene;heerl002;;elsen002;;0;https://dbnl.org/tekst/daut002gedi01_01;daut002gedi01_01;2014_11   ;poezie
daut002vers01;Verspreide en nagelaten gedichten;1869;1ste druk;393476154;leide001dbnl01;1;1869;daut002;Johan Michael;;Dautzenberg;1808;1869;06-dec;04-feb;Heerlen;Elsene;heerl002;;elsen002;;0;https://dbnl.org/tekst/daut002vers01_01;daut002vers01_01;2013_02   ;poezie
gerd001inde01;In de duinen;1858;1ste druk;393212157;denha004koni01;1;1858;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001inde01_01;gerd001inde01_01;;jeugdliteratuur
haze004natu02;Natuurkundige verhalen voor de jeugd;1851;1ste druk;393174743;haarl001stad01;1;1851;haze004;Johannes;;Hazeu Cornelisz.;1754;1835;15-feb;25-nov;Schoonhoven;Haarlem;schoo010;;haarl001;;0;https://dbnl.org/tekst/haze004natu02_01;https://dbnl.org/nieuws/text.php?id=haze004natu02;;jeugdliteratuur
haze004nieu01;Nieuwe stichtelijke liederen (2 delen);1818;deel 1: 4de druk / deel 2: 1ste druk;396497896;amste001meer01;1;1818;haze004;Johannes;;Hazeu Cornelisz.;1754;1835;15-feb;25-nov;Schoonhoven;Haarlem;schoo010;;haarl001;;0;https://dbnl.org/tekst/haze004nieu01_01;haze004nieu01_01;2010_01   ;poezie
held005arme01;De arme Jakob. Eene treffende geschiedenis voor kinderen;1840;;393182428;rotte002geme01;1;1840;held005;Ottho Gerhard;;Heldring;1804;1876;17-mei;11-jul;Zevenaar;Mariënbad;zeven009;;;duits01;0;https://dbnl.org/tekst/held005arme01_01;https://dbnl.org/nieuws/text.php?id=held005arme01;;jeugdliteratuur
hein001amba01;'Ambacht van Cupido';1616;1ste druk;;;1;1616;hein001;Daniël;;Heinsius;1580;1655;09-jun;25-feb;Gent;Leiden;gent_001;;leide001;;0;https://dbnl.org/tekst/hein001amba01_01;https://dbnl.org/nieuws/text.php?id=hein001amba01;;poezie
hein001bbec01;Nederduytsche poemata;1616;1ste druk;;losan001gett01;1;1616;hein001;Daniël;;Heinsius;1580;1655;09-jun;25-feb;Gent;Leiden;gent_001;;leide001;;0;https://dbnl.org/tekst/hein001bbec01_01;https://dbnl.org/nieuws/text.php?id=hein001bbec01;;poezie
hein001auri01;Auriacus, sive libertas saucia;1602;1ste druk;;londe002brit01;1;1602;hein001;Daniël;;Heinsius;1580;1655;09-jun;25-feb;Gent;Leiden;gent_001;;leide001;;0;https://dbnl.org/tekst/hein001auri01_01;hein001auri01_01;2020_10   ;drama
schm069dank01;De dankbare Indiaan. Een oorspronkelijk verhaal voor de jeugd;1841;;393185621;rotte002geme01;1;1841;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069dank01_01;https://dbnl.org/nieuws/text.php?id=schm069dank01;;jeugdliteratuur
schm069verl01;Het verloren kind. De kapel in het bosch;1829;1ste druk;393538451;leide001dbnl01;1;1829;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069verl01_01;https://dbnl.org/nieuws/text.php?id=schm069verl01;;jeugdliteratuur
henn001klag01;Klagte van den Heere Jac. Veenhuize over het rampzalig afsterven van zyn goudvink, canaryvogel, hond Juffer, en paard Princes genaamt;1716;1ste druk;;;1;1716;henn001;Robert;;Hennebo;ca. 1685;ca. 1737;;29-jun;Leiden;Amsterdam;leide001;;amste001;;0;https://dbnl.org/tekst/henn001klag01_01;https://dbnl.org/nieuws/text.php?id=henn001klag01;;poezie
goer004verb01;Het verbetert en vermeerdert natuurlyk toover-boek. Of 't nieuw speel-toneel der konsten (onder ps. Simon Witgeest);1698;6de druk;416647693;amste001univ01;3;1698;goer004;Willem;;Goeree;1635;1711;11-dec;03-mei;Middelburg;Amsterdam;midde009;;amste001;;0;https://dbnl.org/tekst/goer004verb01_01;goer004verb01_01;2018_01   ;non-fictie
pret002ghee03;Gheestelijck paradiisken der wel-lusticheden. Deel 3;1619;1ste druk;396184944;gent_001univ01;1;1619;pret002;G.;de;Preter;1578;1626;;10-nov;Brussel;Antwerpen;bruss002;;antwe001;;0;https://dbnl.org/tekst/pret002ghee03_01;https://dbnl.org/nieuws/text.php?id=pret002ghee03;;poezie
pret002ghee02;Gheestelijck paradiisken der wel-lusticheden. Deel 2;1619;1ste druk;396184901;gent_001univ01;1;1619;pret002;G.;de;Preter;1578;1626;;10-nov;Brussel;Antwerpen;bruss002;;antwe001;;0;https://dbnl.org/tekst/pret002ghee02_01;https://dbnl.org/nieuws/text.php?id=pret002ghee02;;poezie
pret002ghee05;Gheestelijck paradiisken der wel-lusticheden. Deel 5;1619;1ste druk;396184928;gent_001univ01;1;1619;pret002;G.;de;Preter;1578;1626;;10-nov;Brussel;Antwerpen;bruss002;;antwe001;;0;https://dbnl.org/tekst/pret002ghee05_01;https://dbnl.org/nieuws/text.php?id=pret002ghee05;;poezie
pret002ghee06;Gheestelijck paradiisken der wel-lusticheden. Deel 6;1619;1ste druk;39618491X;gent_001univ01;1;1619;pret002;G.;de;Preter;1578;1626;;10-nov;Brussel;Antwerpen;bruss002;;antwe001;;0;https://dbnl.org/tekst/pret002ghee06_01;https://dbnl.org/nieuws/text.php?id=pret002ghee06;;poezie
pret002ghee01;Gheestelijck paradiisken der wel-lusticheden. Deel 1;1619;1ste druk;396184952;gent_001univ01;1;1619;pret002;G.;de;Preter;1578;1626;;10-nov;Brussel;Antwerpen;bruss002;;antwe001;;0;https://dbnl.org/tekst/pret002ghee01_01;https://dbnl.org/nieuws/text.php?id=pret002ghee01;;poezie
hare003pvre01;Pietje en Agnietje, of de doos van Pandora;1779;1ste druk;;;1;1779;hare003;Onno Zwier;van;Haren;1713;1779;02-apr;02-sep;Sint Annaparochie;Wolvega;sinta001;;wolve001;;0;https://dbnl.org/tekst/hare003pvre01_01;https://dbnl.org/nieuws/text.php?id=hare003pvre01;;drama
heem001inle01;Inleijdinghe tot het ontwerp van een Batavische Arcadia;1637;1ste druk;393212629;denha004koni01;1;1637;heem001;Johan;van;Heemskerck;1597;1656;;27-feb;Amsterdam;Den Haag;amste001;;denha004;;0;https://dbnl.org/tekst/heem001inle01_01;heem001inle01_01;2013_11   ;poezie
heij007alki01;Al de kinderliederen;1861;1ste druk;393486648;amste001meer01;1;1861;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007alki01_01;heij007alki01_01;2003_07   ;poezie
heij007alki01;Al de kinderliederen;1861;1ste druk;393486648;amste001meer01;1;1861;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007alki01_01;heij007alki01_01;2003_07   ;jeugdliteratuur
heij007kind10;Kinderliederen;1874;;393171450;haarl001stad01;1;1874;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007kind10_01;https://dbnl.org/nieuws/text.php?id=heij007kind10;;jeugdliteratuur
heij007kind11;Kinderliederen;1850;3de druk;393174166;haarl001stad01;3;1850;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007kind11_01;https://dbnl.org/nieuws/text.php?id=heij007kind11;;jeugdliteratuur
heij007nieu01;Nieuwe kinderliederen;1867;2de druk;393185265;haarl001stad01;3;1867;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007nieu01_01;https://dbnl.org/nieuws/text.php?id=heij007nieu01;;jeugdliteratuur
heij007kind06;Kinderliederen van J.P. Heije;ca. 1861;;393182355;rotte002geme01;1;1861;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007kind06_01;https://dbnl.org/nieuws/text.php?id=heij007kind06;;jeugdliteratuur
heij007kind07;Kinderliederen;1847;1ste druk;393184064;rotte002geme01;1;1847;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007kind07_01;https://dbnl.org/nieuws/text.php?id=heij007kind07;;poezie
heij007kind07;Kinderliederen;1847;1ste druk;393184064;rotte002geme01;1;1847;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007kind07_01;https://dbnl.org/nieuws/text.php?id=heij007kind07;;jeugdliteratuur
heij007nieu02;Een nieuw Nederlandsch verzen- en liedeboek;ca. 1860-1870;1ste druk;393183939;haarl001stad01;1;1860;heij007;Jan Pieter;;Heije;1809;1876;01-mrt;24-feb;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/heij007nieu02_01;heij007nieu02_01;2011_11   ;jeugdliteratuur
_gei001geil00;Geïllustreerd guldens tijdschrift. Ernst en luim;1860-1864;1ste druk;393827356;;1;1860;_gei001;;;[tijdschrift] Geïllustreerd guldens tijdschrift. Ernst en luim;;;;;;;;;;;0;https://dbnl.org/tekst/_gei001geil00_01;https://dbnl.org/nieuws/text.php?id=_gei001geil00;;proza
_gei001geil00;Geïllustreerd guldens tijdschrift. Ernst en luim;1860-1864;1ste druk;393827356;;1;1860;_gei001;;;[tijdschrift] Geïllustreerd guldens tijdschrift. Ernst en luim;;;;;;;;;;;0;https://dbnl.org/tekst/_gei001geil00_01;https://dbnl.org/nieuws/text.php?id=_gei001geil00;;non-fictie
_chr003chri01;Den christelycken dool-hof;1663;1ste druk;393589897;denha004koni01;1;1663;_chr003;anoniem;;Christelycken dool-hof, Den;;;;;;;;;;;0;https://dbnl.org/tekst/_chr003chri01_01;_chr003chri01_01;2010_06   ;poezie
gunn002leve01;Het leven van Jezus;1881;1ste druk;394971795;leide001dbnl01;1;1881;gunn002;Johannes Hermanus;;Gunning jr.;1829;1905;20-mei;21-feb;Vlaardingen;Arnhem;vlaar001;;arnhe001;;0;https://dbnl.org/tekst/gunn002leve01_01;https://dbnl.org/nieuws/text.php?id=gunn002leve01;;non-fictie
_nie025nieu01;Een nieuw lied;ca. 1819-1842;1ste druk;;denha004koni01;1;1819;_nie025;anoniem;;Nieuw lied, Een;;;;;;;;;;;0;https://dbnl.org/tekst/_nie025nieu01_01;_nie025nieu01_01;;poezie
_nie029nieu01;Een Nieuw Lied;1840-1843;1ste druk;;denha004koni01;1;1840;_nie029;anoniem;;Nieuw lied, Een;;;;;;;;;;;0;https://dbnl.org/tekst/_nie029nieu01_01;_nie029nieu01_01;;poezie
_nie050nieu01;Een nieuw lied. Klaas en trouw u leven niet;ca. 1810;1ste druk;394975804;denha004koni01;1;1810;_nie050;anoniem;;Nieuw Lied. Klaas en trouw u leven niet, Een;;;;;;;;;;;0;https://dbnl.org/tekst/_nie050nieu01_01;_nie050nieu01_01;2013_04   ;poezie
reye005nieu01;Nieuwe liedekens, iest voor de jongmans;ca. 1810;1ste druk;;denha004koni01;1;1810;reye005;Hinderick;;Ryeland;;;;;;;;;;;0;https://dbnl.org/tekst/reye005nieu01_01;reye005nieu01_01;2011_09   ;poezie
_nie071nieu01;Een nieuw lied, op de aanspraak van onze koning;ca. 1830-1840;1ste druk;;denha004koni01;1;1830;_nie071;anoniem;;Nieuw lied, op de aanspraak van onze koning, Een;;;;;;;;;;;0;https://dbnl.org/tekst/_nie071nieu01_01;_nie071nieu01_01;2011_07   ;poezie
schm069twee05;Tweede honderdtal leerzame verhalen voor kinderen. Een leesboek voor de scholen ;1854;;393173011;haarl001stad01;1;1854;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069twee05_01;https://dbnl.org/nieuws/text.php?id=schm069twee05;;jeugdliteratuur
schm069vlie01;De vlieg en De rozenboom;ca. 1850-1860;;39317669X;haarl001stad01;1;1850;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069vlie01_01;https://dbnl.org/nieuws/text.php?id=schm069vlie01;;jeugdliteratuur
schm069werk01;De werken van den kanunnik. Deel 18;1851;;393176681;haarl001stad01;1;1851;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069werk01_01;https://dbnl.org/nieuws/text.php?id=schm069werk01;;jeugdliteratuur
schm069fram01;De frambozen;1874;;393188736;haarl001stad01;1;1874;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069fram01_01;https://dbnl.org/nieuws/text.php?id=schm069fram01;;jeugdliteratuur
schm069hopp01;De hoppebloesems, of De ontmoeting op den Slotberg. Eene merkwaardige proeve van Gods vaderlijke voorzienigheid;1840;;393181618;haarl001stad01;1;1840;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069hopp01_01;https://dbnl.org/nieuws/text.php?id=schm069hopp01;;jeugdliteratuur
schm069laat01;De laatste avond van het jaar ;1863;;393176711;haarl001stad01;1;1863;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069laat01_01;https://dbnl.org/nieuws/text.php?id=schm069laat01;;jeugdliteratuur
schm069lize01;Lizette;1863;;393187438;haarl001stad01;1;1863;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069lize01_01;https://dbnl.org/nieuws/text.php?id=schm069lize01;;jeugdliteratuur
schm069nieu01;Nieuwe verhalen voor de jeugd;1834;;393183750;haarl001stad01;1;1834;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069nieu01_01;https://dbnl.org/nieuws/text.php?id=schm069nieu01;;jeugdliteratuur
schm069bijb02;Bijbelsche verhalen voor kinderen. Oude Testament;1845;;393183769;haarl001stad01;1;1845;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069bijb02_01;https://dbnl.org/nieuws/text.php?id=schm069bijb02;;jeugdliteratuur
gerd001inde01;In de duinen;1858;1ste druk;393212157;denha004koni01;1;1858;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001inde01_01;gerd001inde01_01;;proza
gerd001walv01;Walvoort's zanger. Een verhaal uit Grol's beleg onder Frederik Hendrik  ;ca. 1870-1880;?;393177890;haarl001stad01;1;1870;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001walv01_01;https://dbnl.org/nieuws/text.php?id=gerd001walv01;;jeugdliteratuur
gerd001gehe03;Het geheimzinnige kistje ;1877;1ste druk?;393177963;haarl001stad01;1;1877;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001gehe03_01;https://dbnl.org/nieuws/text.php?id=gerd001gehe03;;jeugdliteratuur
gerd001uitd03;Uit de duinen. Een verhaal uit den Spaanschen tijd;1879;4de druk;393177874;haarl001stad01;3;1879;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001uitd03_01;gerd001uitd03_01;2012_06   ;jeugdliteratuur
gerd001uitd03;Uit de duinen. Een verhaal uit den Spaanschen tijd;1879;4de druk;393177874;haarl001stad01;3;1879;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001uitd03_01;gerd001uitd03_01;2012_06   ;proza
gerd001chri01;Christelijk leven;1857;?;393185966;haarl001stad01;1;1857;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001chri01_01;https://dbnl.org/nieuws/text.php?id=gerd001chri01;;jeugdliteratuur
gerd001spaa01;De Spaansche vastenavond. Tijdens Prins Maurits in 1624;1875;1ste druk;393183084;rotte002geme01;1;1875;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001spaa01_01;https://dbnl.org/nieuws/text.php?id=gerd001spaa01;;jeugdliteratuur
gerd001rosa01;Rosa Fluweeltje. Een verhaal voor jongelieden;1872;1ste druk;393167739;rotte002geme01;1;1872;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001rosa01_01;https://dbnl.org/nieuws/text.php?id=gerd001rosa01;;jeugdliteratuur
gerd001eers01;Eerstelingen. Proza en poëzij van E. Gerdes;1854;?;393182517;rotte002geme01;1;1854;gerd001;Eduard;;Gerdes;1821;1898;12-aug;12-dec;Kleef;Doetinchem;;duits01;doeti001;;0;https://dbnl.org/tekst/gerd001eers01_01;https://dbnl.org/nieuws/text.php?id=gerd001eers01;;jeugdliteratuur
gene002dich04;Dichtwerken;1873;3de druk;393538141;leide001dbnl01;3;1873;gene002;P.A.;de;Génestet;1829;1861;21-nov;02-jul;Amsterdam;Rozendaal;amste001;;rozen001;;0;https://dbnl.org/tekst/gene002dich04_01;https://dbnl.org/nieuws/text.php?id=gene002dich04;;poezie
schm069bloe01;Het bloemkorfje;1828;;393172066;haarl001stad01;1;1828;schm069;C.;;Schmid;1768;1854;;;;;;duits01;;;0;https://dbnl.org/tekst/schm069bloe01_01;https://dbnl.org/nieuws/text.php?id=schm069bloe01;;jeugdliteratuur
haar002dich00;Dichtwerken (2 delen);ca. 1880;?;;;1;1880;haar002;Bernard;ter;Haar;1806;1880;13-jun;19-nov;Amsterdam;Velp;amste001;;velp_001;;0;https://dbnl.org/tekst/haar002dich00_01;https://dbnl.org/nieuws/text.php?id=haar002dich00;;poezie
haar002dich01;Dichtwerken. Deel 1;ca. 1880;?;;leide001dbnl01;1;1880;haar002;Bernard;ter;Haar;1806;1880;13-jun;19-nov;Amsterdam;Velp;amste001;;velp_001;;0;https://dbnl.org/tekst/haar002dich01_01;haar002dich01_01;2017_09   ;poezie
haar002dich02;Dichtwerken. Deel 2;ca. 1880;?;;leide001dbnl01;1;1880;haar002;Bernard;ter;Haar;1806;1880;13-jun;19-nov;Amsterdam;Velp;amste001;;velp_001;;0;https://dbnl.org/tekst/haar002dich02_01;haar002dich02_01;2017_09   ;poezie
haar002sint02;De Sint-Paulusrots;1847;3de druk;394972902;gent_001univ01;3;1847;haar002;Bernard;ter;Haar;1806;1880;13-jun;19-nov;Amsterdam;Velp;amste001;;velp_001;;0;https://dbnl.org/tekst/haar002sint02_01;haar002sint02_01;2014_11   ;poezie
haar002huib01;Huibert en Klaartje;1843;1ste druk;394972848;leide001dbnl01;1;1843;haar002;Bernard;ter;Haar;1806;1880;13-jun;19-nov;Amsterdam;Velp;amste001;;velp_001;;0;https://dbnl.org/tekst/haar002huib01_01;haar002huib01_01;2016_02   ;poezie
haar002huib02;Huibert en Klaartje;1858;4de druk;394968662;leide001dbnl01;1;1858;haar002;Bernard;ter;Haar;1806;1880;13-jun;19-nov;Amsterdam;Velp;amste001;;velp_001;;0;https://dbnl.org/tekst/haar002huib02_01;https://dbnl.org/nieuws/text.php?id=haar002huib02;;poezie
hade002jvan03;Brieven;13de eeuw;handschrift;;;1;1200;hade002;;;Hadewijch;?;1248;;;;;;;;;1;https://dbnl.org/tekst/hade002jvan03_01;https://dbnl.org/nieuws/text.php?id=hade002jvan03;;proza
